account_name,caption,comment_count,share_count,like_count,platform,hashtags,mentions,engagement_score,caption_length,word_count,sentiment_score,hashtag_count,mention_count
Microsoft,"When Bill Gates and Paul Allen joined forces to develop a new programming language for the Altair 8800, they laid the groundwork for Microsoft's first software product. The initial step towards a bold vision: a PC on every desk. 🚀 Wild, right? #Microsoft50",218,173,3391,Facebook,,,3782,256,43,0.18423520923520922,0,0
Microsoft,In our 50th anniversary year we’re celebrating changemaking moments in our company history and sharing them here with all of you. Follow along! ❣️#Microsoft50,222,116,2757,Facebook,,,3095,158,24,0.0,0,0
Microsoft,"“new year, new me” 😅",807,177,3512,Facebook,,,4496,20,5,0.13636363636363635,0,0
Microsoft,Decipher the message:,651,93,2494,Facebook,,,3238,21,3,0.0,0,0
Microsoft,Happy Friday Eve. 🙂,370,60,1963,Facebook,,,2393,19,4,0.8,0,0
Microsoft,"Incredible people, vibes, and experience. Thanks to everyone who made AFROTECH 2024 one for the books. ❤️",137,59,1636,Facebook,,,1832,105,17,0.55,0,0
Microsoft,Today’s distraction.,2720,20177,60032,Facebook,,,82929,20,2,0.0,0,0
Microsoft,"Before our Passport to AI session at AFROTECH, we asked attendees a few burning questions about the workplace and AI. 🎤 What are some of your favorite workplace jargons?",176,63,1190,Facebook,,,1429,169,29,0.15,0,0
Microsoft,"We’re thrilled to be returning to AFROTECH this year, the center of where culture and tech meet. In addition to panels hosted by industry experts, we’re excited to bring Microsoft’s House of Black TechXcellence to the conference, an immersive space designed to inspire and educate attendees on AI and the role it can play in their lives.",155,36,876,Facebook,,,1067,337,57,0.17708333333333334,0,0
Sony,"We hope you enjoy the trailer, Carol.

Pluribus premieres November 7 on Apple TV.",9,3,73,Facebook,,,85,81,14,0.4,0,0
Sony,"Take a closer look at the Pulse Elevate wireless speakers, bringing gaming audio and clear voice chat to your desktop setup in 2026.",29,40,721,Facebook,,,790,132,23,0.10000000000000002,0,0
Sony,"Me: I should follow the main story
Also me 3 seconds later:",38,57,799,Facebook,,,894,59,12,0.08333333333333333,0,0
Sony,"New Album ""Deadbeat"" by Tame Impala streaming on all platforms now! Which song is your favorite so far?",10,5,90,Facebook,,,105,103,18,0.11638257575757574,0,0
Sony,Which Demon Slayer: Kimetsu no Yaiba Infinity Castle breathing technique would you choose?,30,35,286,Facebook,,,351,90,13,0.0,0,0
Sony,"Eric Kripke (The Boys, Gen V) and Shawn Ryan (The Night Agent) discuss the importance of nailing a series finale.
See more of this conversation at the link below:
https://www.youtube.com/watch?v=pVISKcQ0-QE",5,8,76,Facebook,,,89,206,30,0.5,0,0
Sony,Choose your path...,14,12,164,Facebook,,,190,19,3,0.0,0,0
Sony,Halloween is almost here... which spooky character are you? 👻,22,13,119,Facebook,,,154,61,10,0.0,0,0
Sony,Breaking Bad characters from Season 1 to Season 5! Who had the most dramatic transformation?,5,11,138,Facebook,,,154,92,15,-0.2694444444444444,0,0
Sony,Are you rushing or dragging? It’s been 11 years since the release of Whiplash!,12,25,641,Facebook,,,678,78,14,0.0,0,0
Sony,"Join us, Carol.

Pluribus premieres November 7.
#Pluribus #VinceGilligan",38,58,790,Facebook,,,886,72,9,0.0,0,0
Sony,Clear your calendar. We've got your October plans covered.,6,12,149,Facebook,,,167,58,9,0.10000000000000002,0,0
Sony,Which members of the Yōtei Six have you marked off your list already?,65,30,369,Facebook,,,464,69,13,0.1,0,0
Sony,"So happy to have you on board, Carol.

#Pluribus premieres November 7. Apple TV Sony Pictures TV",12,6,208,Facebook,,,226,96,17,0.8,0,0
Sony,Which Supe would you want to fight alongside? Gen V Season 2 is now streaming on Prime Video! 👀🔥,24,10,261,Facebook,,,295,96,19,0.0,0,0
Sony,We had to experience the launch of Ghost of Yōtei on the biggest screen possible… #Sony #PlayStation #GhostOfYōtei #IMAX,1096,1267,19469,Facebook,,,21832,120,19,0.0,0,0
Sony,Halley Gross takes us inside her process of co-writing The Last of Us Part II.,21,11,235,Facebook,,,267,78,15,0.0,0,0
Sony,"43 years ago today, Sony released the world’s first CD player: the CDP-101 💿​

The standard size for CDs was proposed by Norio Ohga, Sony’s then Executive Vice President, who wanted to be able to hold an entire classical music performance on a single disc. Alongside the launch of the CDP-101, CBS and Sony released the world’s first 50 CD titles.​

What was your very first CD? ⬇️",16,39,287,Facebook,,,342,381,68,0.15669642857142857,0,0
Sony,Gustavo Santaolalla on creating the theme song we’ll never forget in The Last of Us Part II.,83,349,2604,Facebook,,,3036,92,17,0.0,0,0
Sony,"Happy National Coffee Day from Peter and Gwen, and an unhappy National Coffee Day from the security! ☕️🕷️",60,252,51280,Facebook,,,51592,105,18,0.025000000000000022,0,0
Sony,"From one reality to another, Neil Druckmann reflects on making games and building stories at Naughty Dog.",21,19,312,Facebook,,,352,105,17,-0.15000000000000002,0,0
Sony,"New Album ""Vie"" by Doja Cat steaming on all platforms now! Which song is your favorite so far?",167,9,112,Facebook,,,288,94,18,0.2568181818181818,0,0
Sony,"""Death's always waiting. But not for me."" 

Hey, Bub. Dig your claws into our new trailer for Marvel's Wolverine, coming to PlayStation 5 consoles Fall 2026: http://insom.games/MWPS5-Trailer",56,77,1124,Facebook,,,1257,190,27,0.13636363636363635,0,0
Sony Pics at Home,"When science meets art.

Don’t miss Adam Sandler and Emily Watson from the comfort of home in Paul Thomas Anderson’s, Punch-Drunk Love – available to add to your collection.",7,23,163,Facebook,,,193,173,29,0.45,0,0
PlayStation Europe,"A legacy in your hands Ω

The limited edition God of War 20th Anniversary DualSense controller is available today: https://play.st/4oogIIB",84,31,899,Facebook,,,1014,138,20,0.10952380952380954,0,0
PlayStation Europe,"PowerWash Simulator 2 is out now on PS5 🚿

Clean with friends in online or local co-op: https://play.st/3WQhUYK",3,2,40,Facebook,,,45,111,18,0.18333333333333335,0,0
PlayStation Europe,"Nonstop slice and dice action is here 🥷

Play Ninja Gaiden 4 today on PS5: https://play.st/42PxRSA",57,137,1640,Facebook,,,1834,98,16,0.1,0,0
PlayStation Europe,"In Vampire: The Masquerade - Bloodlines 2, the wrong word can come back to bite you 🧛🏼

See how to handle almost any situation using your words and vampiric powers: https://play.st/43l7VhO",3,3,77,Facebook,,,83,188,31,-0.25,0,0
PlayStation Europe,"Your trip to Budapest starts here! Compete, climb the rankings, and you could win tickets to the UEFA Champions League Final in Budapest: https://playst.cc/ucl-challenge",3,2,56,Facebook,,,61,169,24,0.4,0,0
PlayStation Europe,"Creep into the horror hijinks early this year 🎃

Play a Game Trial of Midnight Murder Club with PlayStation Plus Premium today: https://play.st/48DCsej",2,1,73,Facebook,,,76,151,23,-0.15000000000000002,0,0
PlayStation Europe,"Puzzle boxes can be found during your journey across Ezo 🧩

Overcome their challenge to gain a useful reward in Ghost of Yōtei.",4,2,83,Facebook,,,89,127,23,0.3,0,0
PlayStation Europe,Share of the Week highlights the Onryō of Ghost of Yōtei: play.st/4nZe6Ay #PSshare #PSBlog,67,14,337,Facebook,,,418,90,14,0.0,0,0
PlayStation Europe,"The club is yours ⚽

Play your way with the EA SPORTS FC 26 PS5 Console Bundles, available direct from PlayStation starting 22nd October.",4,9,115,Facebook,,,128,137,24,0.16666666666666666,0,0
PlayStation Europe,"“I ain't no hero…”

Marvel’s Wolverine launches Autumn 2026, and is available to wishlist today: https://play.st/3W9WxBE",33,52,899,Facebook,,,984,120,16,0.4,0,0
PlayStation Europe,"Lumines Arise packs in fresh challenges, returning favourites and more 11th November. 

Take a tour of the PS5 puzzler's playlist of modes: https://play.st/477tZNX",0,0,46,Facebook,,,46,163,23,0.4,0,0
PlayStation Europe,"Check out Dagger 13 in action.

Battlefield 6 fact: Beat all single-player missions on Hardcore to unlock a special Weapons Package for the B36A3 Assault Rifle.",17,3,138,Facebook,,,158,160,26,0.2285714285714286,0,0
PlayStation Europe,Plans for this week: Dive into Battlefield 6,10,8,235,Facebook,,,253,44,8,0.0,0,0
PlayStation Europe,"Puzzle boxes can be found during your journey across Ezo 🧩

Overcome their challenge to gain a useful reward in Ghost of Yōtei.",38,9,298,Facebook,,,345,127,23,0.3,0,0
PlayStation Europe,"Shine a light on an impossible mystery in Alan Wake 2, available now as part of October's PlayStation Plus Monthly Games: https://play.st/46NWXDS",5,5,128,Facebook,,,138,145,22,0.044444444444444474,0,0
PlayStation Europe,"When in doubt, creep 'em out. You are the Onryō, after all.

Approach quests however you want in Ghost of Yōtei, out now: http://play.st/GhostOfYotei",23,17,685,Facebook,,,725,149,24,0.0,0,0
PlayStation Europe,"Dreams of Another is out now for PS5 and PS VR2

In this life-affirming action game, every shot shapes the dream world around you: https://play.st/4ofB3zg",2,2,88,Facebook,,,92,154,25,-0.15000000000000002,0,0
PlayStation Europe,Share of the Week explores the world of Ghost of Yōtei: https://play.st/3WvqDPV  #PSshare #PSBlog,43,3,353,Facebook,,,399,97,14,0.0,0,0
PlayStation Europe,"Gear up. Squad up.

Battlefield 6 is live now on PS5: https://play.st/42CFDzc",27,9,246,Facebook,,,282,77,12,0.13636363636363635,0,0
Xbox,"If you're looking for something beautiful and weird in the best way, we've got the game for you! 

Play Keeper now: xbx.lv/47gslv3",4,2,39,Facebook,,,45,130,22,0.21250000000000002,0,0
Xbox,"🎮 or 📺 or 🖥️ or📱​

Experience Xbox in more ways than ever before: xbx.lv/4o5ww2F",152,77,1166,Facebook,,,1395,80,15,0.5,0,0
Xbox,Which adventure will you go on first? #Xbox #GamePass #Gaming #XboxGamePassUltimate,387,37,1091,Facebook,,,1515,83,11,0.25,0,0
Xbox,"A new Master Ninja rises from the shadows ⚔️

NINJA GAIDEN 4 is available today: xbx.lv/4hkTL6j",88,66,688,Facebook,,,842,95,16,0.2681818181818182,0,0
Xbox,"Take your favorite games anywhere and everywhere 🙌

The ROG Xbox Ally and ROG Xbox Ally X are now available: xbx.lv/3JlBNUw",485,28,1349,Facebook,,,1862,123,21,0.45,0,0
Xbox,"Two helicopters, one record-breaking floating screen, and a battle in the heavens 🚁

We took the fight sky-high to celebrate the launch of NINJA GAIDEN 4: xbx.lv/4nabYVj",99,89,792,Facebook,,,980,169,27,0.0,0,0
Xbox,"The ROG Xbox Ally and ROG Xbox Ally X take center stage on This Week on Xbox 🫱🎮🫲
 
Get your hands on the latest here: xbx.lv/4n8CWN2",121,39,863,Facebook,,,1023,132,26,0.2,0,0
Xbox,What's this unlikely duo searching for? Set out on the journey with them in Keeper today!,54,43,772,Facebook,,,869,89,16,-0.625,0,0
Xbox,"Immerse yourself in the Xbox full screen experience, with a console-inspired interface optimized for handheld gaming.

The ROG Xbox Ally and ROG Xbox Ally X are available now: xbx.lv/3LfSiSx",158,81,1169,Facebook,,,1408,190,29,0.375,0,0
Xbox,"Stay connected with the games you love and the ones you love to game with.

The ROG Xbox Ally and ROG Xbox Ally X are here: https://xbx.lv/495uZET",216,190,2165,Facebook,,,2571,146,27,0.19999999999999998,0,0
Xbox,"Unleash the freedom to play however you want, wherever you want.

The ASUS Republic of Gamers Xbox Ally and ROG Xbox Ally X are available now: xbx.lv/495uZET",451,250,2758,Facebook,,,3459,157,27,0.4,0,0
Xbox,"Players assemble! We're teaming up to bring you the latest gaming news and updates.

Catch the ID at Xbox x IGN Showcase on October 28: xbx.lv/4n7Bc6O",475,35,1071,Facebook,,,1581,150,26,0.5,0,0
Xbox,"Carve a path through history like no other ⚔️

Age of Empires II: Definitive Edition - Chronicles: Alexander the Great is available today: xbx.lv/43kuAuB",41,20,376,Facebook,,,437,153,24,0.4208333333333334,0,0
Xbox,"The focus group has been convened 📈
 
Watch the full live action trailer for The Outer Worlds 2: xbx.lv/4nZCAJK",121,22,582,Facebook,,,725,111,19,0.19545454545454544,0,0
Xbox,"That’s a new combo, can’t argue with the results though
#NinjaGaiden4 #Xbox #NYCC",157,178,1731,Facebook,,,2066,81,13,0.13636363636363635,0,0
Xbox,"Let's talk games! (our favorite subject) 

Here's This Week on Xbox: xbx.lv/3IIlFMK",99,26,471,Facebook,,,596,83,12,0.16666666666666669,0,0
Xbox,⚡️ Battlefield 6 is AVAILABLE TODAY ⚡️,195,51,1267,Facebook,,,1513,38,7,0.4,0,0
Xbox,take a moment to vibe out with us because Keeper is coming October 17 😌,74,31,826,Facebook,,,931,71,15,0.0,0,0
Xbox,"The universe needs a hero.

A hero with a custom Xbox Wireless Controller or Xbox Wireless Controller Series 2 from The Outer Worlds 2 with Xbox Design Lab: xbx.lv/47eumrg",265,63,1569,Facebook,,,1897,171,29,0.0,0,0
Xbox,New games just dropped ⚔️🦤 #Xbox #XboxGamePass #PCGamePass #GamePassUltimate,861,52,2078,Facebook,,,2991,76,9,0.13636363636363635,0,0
Xbox,"Prepare for battle 🫡

Battlefield 6 is right around the corner: xbx.lv/3IZiGQ0",279,126,2804,Facebook,,,3209,78,12,0.2857142857142857,0,0
Xbox,"The #BlackOps7 Open Beta is officially live 🔥

You know what to do: xbx.lv/4n9wrK9",1291,103,4051,Facebook,,,5445,82,14,0.06818181818181818,0,0
Xbox,Pre-order now to get early access to the #BlackOps7 Beta: xbx.lv/46z66jB,905,63,3700,Facebook,,,4668,72,11,0.1,0,0
Xbox,"Whether its buying or playing games, you can earn Rewards with Xbox. 

Now you can earn even more with Xbox Game Pass: https://xbx.lv/42lv1o7",4067,200,15781,Facebook,,,20048,141,23,0.04999999999999999,0,0
Xbox,"We've got more benefits and 3 new ways to play with Xbox Game Pass! 

Let's break it down: https://xbx.lv/46VnwWC",7070,757,18420,Facebook,,,26247,113,19,-0.004797979797979808,0,0
Xbox,Xbox Game Pass is getting an upgrade! Here's what you need to know about what's changing:,3974,849,14586,Facebook,,,19409,89,16,-0.5,0,0
Xbox,"Discover your next favorite game with Xbox Game Pass Essential, Premium, and Ultimate! ​​

Learn more and choose the plan that's right for you: https://xbx.lv/3KvyBG6",936,88,5390,Facebook,,,6414,168,26,0.06071428571428571,0,0
Xbox,"Access to more PC storefronts means more games whenever, wherever 🔥 

ROG Xbox Ally and ROG Xbox Ally X pre-orders are now open: xbx.lv/48aY5m8",567,91,3865,Facebook,,,4523,143,24,0.3333333333333333,0,0
Intel,"Build more stories. With faster performance, the new #IntelCore 14th Gen Processors can handle your most demanding software. https://intel.ly/3LYLjuR",974,352,1356,Facebook,,,2682,149,19,0.37878787878787873,0,0
Intel,It’s time to level up. Get faster performance and defeat every boss with the new #IntelCore 14th Gen Processors. https://intel.ly/3tpx3oB,238,94,696,Facebook,,,1028,137,20,0.13636363636363635,0,0
Intel,Bring your imagination to life like never before with the #IntelCore 14th Gen Processors—our fastest desktop processor ever. https://intel.ly/46N0O0U,165,146,765,Facebook,,,1076,149,19,0.0,0,0
Intel,"From bringing deep space into classrooms, to making cities smarter, and people healthier. Where there’s wonderful, there’s Intel. #HowWonderful",549,371,1243,Facebook,,,2163,143,19,0.5,0,0
Intel,When writing and winking become one—check out our Instagram experience inspired by #AI tech to help those with motor-neuron conditions communicate with the world. #GAAD #GlobalAccessibilityAwarenessDay https://intel.ly/3LtYl0r,243,314,1146,Facebook,,,1703,226,27,0.0,0,0
Intel,We have the scale. We have a renewed focus on innovation and execution. And we’re looking at continued growth. Read all the highlights of Q2. https://intel.ly/3x0Gnvj,364,340,1506,Facebook,,,2210,166,26,0.0,0,0
Intel,All you need is an idea and Intel inside—see how we serve as an unparalleled catalyst for our partner’s biggest ambitions. https://intel.ly/3yWKx9v,191,276,1246,Facebook,,,1713,147,22,0.0,0,0
Intel,We have a strong Q1 behind us and an exciting future ahead of us as we continue to execute and innovate. See our Q1 results.https://intel.ly/3tLNTcI,158,116,965,Facebook,,,1239,149,26,0.08333333333333331,0,0
Intel,"He’s not just our CEO. He’s family. Welcome back to Intel, Pat Gelsinger, and congratulations on your new role.",159,105,1037,Facebook,,,1301,111,19,0.31212121212121213,0,0
Intel,"Today, we welcome Pat Gelsinger back as our new CEO. We honor Pat’s long history of innovation and look forward to our future together. https://intel.ly/3dac7b4",100,146,967,Facebook,,,1213,160,25,0.17727272727272728,0,0
Intel,Check out new perspectives of big plays from Super Bowl LV in True View. Immersive highlights from the Tampa Bay Buccaneers and The Kansas City Chiefs were generated by capturing and processing 1+TB of data using Intel’s True View platform. #NFL #SBLV #TrueView,68,76,536,Facebook,,,680,261,43,0.2339393939393939,0,0
Intel,Join the flock at no extra cost! Get a one-month all-access pass to Peacock TV Premium when you purchase a qualifying Intel-based device. Eligibility restrictions and terms apply. Learn more about the full Intel® Software Bonus Bundle here: https://intel.ly/3cHmxi7,48,63,437,Facebook,,,548,265,39,0.2833333333333333,0,0
Intel,Five years in a row. That’s reason to celebrate. Read more about our fifth consecutive year of record revenue. https://intel.ly/2YfnaH7,44,63,483,Facebook,,,590,135,20,0.5,0,0
Intel,Works hard. Plays hard. Find out how the Intel #Evo platform is helping Chromebook meet the growing demands of digital life and everything else we’ve got going on at #CES2021. https://intel.ly/38I27TL,39,63,460,Facebook,,,562,200,31,-0.19444444444444445,0,0
Intel,We like our 4K framerates like we like our milkshakes: smooth as butter. Check out what else we're up to at #CES2021. https://intel.ly/3sqMY0P,103,100,532,Facebook,,,735,142,23,0.4,0,0
Intel,"Trust us, it’s tougher than it looks. Tank your way through everything the real and virtual world can throw at you with the all-new, thin and light ASUS TUF Dash F15 Laptop, powered by the latest 11th Gen #IntelCore H35-series processors. #CES2021 https://intel.ly/35DdVVz",32,41,342,Facebook,,,415,272,43,0.175,0,0
Intel,"We make the everyday PC extraordinary. Say hello to the new Intel #Pentium Silver and #Celeron processors with an unmatched balance of performance, media, and collaboration. #CES2021 https://intel.ly/3bD3F3a",47,43,311,Facebook,,,401,207,28,0.08989898989898988,0,0
Intel,"There’s a new king of the gaming jungle. Destroy the latest games and rule over the opposition with the next-gen Acer Predator Triton 300 SE, powered by the latest 11th Gen #IntelCore H35-series processors. #CES2021 https://intel.ly/38CsAlE",15,36,292,Facebook,,,343,240,36,0.23409090909090907,0,0
Intel,Grammy-award winning musician and humanitarian Chance The Rapper joined us at #CES2021 to share the wonderful initiatives his SocialWorks nonprofit is leading to ensure students have access to a meaningful virtual learning experience. https://intel.ly/3nPy3dn,20,28,232,Facebook,,,280,259,34,0.6666666666666666,0,0
Intel,"Engadget announced their Best of #CES2021 finalists, including the Intel Tiger Lake-H laptop chips, and it is time for you, to vote for your favorite gadgets from the show. Get your votes in by 3PM ET tomorrow here: https://intel.ly/3qfJA7b",21,19,241,Facebook,,,281,240,39,0.75,0,0
Intel,"The power of ""Do"" is unique to you and we want to help the world do something wonderful. See the latest highlights from #CES2021 to see how we can do wonderful together. https://intel.ly/3nBoMFr",33,21,179,Facebook,,,233,194,33,0.71875,0,0
Intel,"Millions of students worldwide need access to computers. With laptops powered by our high-performance affordable processors, classrooms everywhere can learn and collaborate like never before. When we’re all connected, wonderful things happen. #pentium #celeron
https://intel.ly/3qea0pP",20,24,193,Facebook,,,237,285,35,1.0,0,0
Intel,"Hear what happens when you mix award-winning musician Andra Day, six Intel employees, and a dose of something wonderful. #CES2021",33,131,287,Facebook,,,451,129,20,1.0,0,0
Intel,"Where we’re going, there are no drivers. Let technology take the wheel and ride along with us in Mobileye’s autonomous vehicle of tomorrow. #CES2021 https://intel.ly/35C0rt8",18,20,171,Facebook,,,209,173,25,0.4,0,0
Intel,Do something artistic. Do something innovative. Do something wonderful. See how we're transforming computing with Intel EVP & GM Gregory Bryant at #CES2021. Join us now. https://intel.ly/38AvjvT,7,21,163,Facebook,,,191,194,27,0.611111111111111,0,0
Dell,"Summer Promotion! Enjoy the season of creativity with Dell laptops and experience the smoothest performance. Buy any of Dell Inspiron 3000/5000/7000 series and get BDT 800 voucher.* 

Promotion period: from June 6 - June 30, 2022 only
*T&Cs Apply. 

Learn more: https://www.dell.com/en-us/shop/dell-laptops/sr/laptops/inspiron-laptops",434,82,438,Facebook,,,954,334,42,0.3,0,0
Dell,"Let’s make this Summer extraordinary. With this little gigantic surprise from Dell, this season will be merry.

 Get BDT650 Gift Shopping Voucher from Dell Authorised partner shops and Singer branches, when purchasing any Dell Inspiron 3000, Inspiron 5000 or Inspiron 7000 Series Laptops. 

By the way, make sure you get it within April 30, 2022! 

Promotion Period: April 11-30, 2022 
*T&Cs Applys.",231,56,374,Facebook,,,661,399,62,0.2569444444444444,0,0
Dell,"Experience the fastest performance with Inspiron 5410 Laptop. Its 14"" Anti-Glare LED Backlight Non-touch Narrow Border WVA Display will make you feel like a boss! Slay with the latest. 

Learn more: https://www.dell.com/en-th/shop/cty/pdp/spd/inspiron-14-5410-laptop#configurations_section",230,78,378,Facebook,,,686,289,32,0.25,0,0
Dell,"Make the best out of your work with XPS 9310  that has a 1.34"" FDH+ 1920x1200 display. Let's POWER UP your work energy with the fastest performance!

Learn more: https://www.dell.com/en-th/shop/cty/pdp/spd/xps-13-9310-laptop#configurations_section",147,27,338,Facebook,,,512,247,30,0.75,0,0
Dell,"For a VIBRANT experience, get Vostro 3400 Laptop! Its Anti-glare & Non-Touch TN display will take you to a new world!
Learn more: https://www.dell.com/en-th/work/shop/laptops-2-in-1-pcs/vostro-3400-laptop/spd/vostro-14-3400-laptop",89,22,262,Facebook,,,373,230,24,0.29292929292929293,0,0
Dell,"Make your life SMOOTHER with Vostro 3400 Laptop. Life is easy when DELL is with you!

Learn more: https://www.dell.com/en-th/work/shop/laptops-2-in-1-pcs/vostro-3400-laptop/spd/vostro-14-3400-laptop",86,14,211,Facebook,,,311,198,19,0.5208333333333334,0,0
Dell,"Powered by the boundary breaking performance on Intel Core i7, Inspiron 15 3000 lets you tackle daily challenges with ease thanks to a lift hinge that raises your device to an ergonomic angle.

Learn more: https://www.dell.com/en-pk/shop/cty/pdp/spd/inspiron-15-3511-laptop#configurations_section 

#DellInspiron",108,27,1761,Facebook,,,1896,312,37,0.2333333333333333,0,0
Dell,"A better world is possible with education.

Our future begins with education, and everyone deserves a better tomorrow. Let's embrace lifelong education everywhere and celebrate the power of knowledge.

Happy International Day of Education!",78,15,128,Facebook,,,221,239,34,0.24285714285714288,0,0
Dell,"Curating your online presence across social media platforms can be challenging, especially when there are so many popular platforms while new ones continue to emerge and grow.

Here are some social media management tools you might want to try!

👉 Later
Later is a social management tool with a strong focus on visual content. Real Instagrammers might have known 'Later' as a scheduling tool; however, Later continues to add more support for other social networks and new features with their strong point—managing visual experience.

👉 Hootsuite
Hootsuite is one of the most popular social media scheduling and marketing apps that lets you schedule posts, see in-depth reports, and collaborate with your teammate. You can also monitor your customers and view multiple streams at once.

👉 IFTTT
IFTTT allows you to create and use a solution connecting two separate services instead of doing manual, repetitive tasks. For example, you can use IFTTT to connect an RSS feed of your blog and your Twitter account to tweet about the blog post automatically.

Social media management tools can do the heavy lifting for you when managing your online presence. 🌐 These tools offer free plans so you can try with your business to see which one is the right tool for you!",67,12,147,Facebook,,,226,1259,209,0.1643290043290043,0,0
Dell,"Make the most of your workday on Inspiron 14 5000, an always-ready laptop with Adaptive Connected Modern Standby featuring boundary breaking performance on Intel Core i7.

Focus on your next big thing on its 14” Full HD, wide-viewing angle (WVA) display with up to 2GB GDDR5 graphics memory offering a crisp visual and expansive view from every angle.

Learn more: https://www.dell.com/en-th/shop/cty/pdp/spd/inspiron-14-5410-laptop  

#DellInspiron",108,21,12187,Facebook,,,12316,449,62,0.22499999999999998,0,0
Dell,"With many games and innovations set to unveil this year, 2022 might be the biggest and most exciting year yet for the gaming community. 🤩🎮

Let’s see how your gaming life will unfold… share with us the first 3 words you spot! 👇👇👇

Explore Dell Gaming Laptops: https://www.dell.com/en-pk/shop/gaming-and-games/sc/game-laptops",41,10,107,Facebook,,,158,324,48,0.403125,0,0
Dell,"A new year marks new beginnings and opportunities for us all to work towards, and strive for a better version of ourselves. 🎉 Let’s take a moment to reflect on the past and embrace 2022 with hope and positivity. 

🤗 Share with us what your new year’s resolutions are!",25,5,95,Facebook,,,125,267,49,0.1386363636363636,0,0
Dell,"We know you love to deliver the best work you can. So Dell Inspiron 3501 is here to uplift your laptop user experience.

Complete your task on FHD and anti-glare display, which delivers a clear, bright image that is easy on your eyes. Elevated essentials will step up your daily task. Boundary Breaking Performance on Intel® Core™ i5 Processor gives a responsive performance.

Learn more:  https://www.dell.com/en-th/shop/cty/pdp/spd/inspiron-15-3501-laptop 
Singer Online Store: https://singerbd.com/computers/laptop.html?brand=10",43,14,239,Facebook,,,296,531,70,0.41666666666666674,0,0
Dell,"There are so many things to do each day! What you need is a powerful laptop that can keep up.

Dell Inspiron 3501, powered by 10th Generation Intel® Core™ i3 processor, offers a wide range of multimedia capabilities that enables you to enjoy great entertainment. Moreover, you can easily get it at Singer.

Learn more: https://www.dell.com/th/p/inspiron-15-3501-laptop/pd 
Singer Online Store: https://singerbd.com/computers/laptop.html?brand=10",24,10,146,Facebook,,,180,445,60,0.3822916666666667,0,0
Dell,"The gig economy is changing the way people and businesses think about work. Many companies are now outsourcing projects to freelancers as they seek more convenience in finding an expert without going through a lengthy hiring process.

However, hiring a freelancer is not a decision to take lightly. Here are some pros and cons of hiring a freelance specialist for businesses to consider.

Pros
🔹 Less cost
Hiring a freelancer means you only pay them for the work they do. This is one of the efficient ways you can control your cost.

🔹 Access to highly talent
There are many freelance marketplaces for you to find extraordinary talent with the exact skills you need, which can be a worthy investment for your business.

🔹 Get more work done
Freelancers have complete control of their hours. So, they can spend more hours on your projects as they don't typically depend on the usual business hour.

Cons
🔸 Risk in hiring a freelancer
You might need to conduct a thorough interview and require their portfolio to verify that they possess the skills you need before you hit the ground running.

🔸 They could disappear
Some freelancers could be challenging communicating with, even during hiring. Or they might disappear after you give them an assignment and never come back again.

🔸 Challenge to meet your specific guideline
Unlike an in-house employee, it can be challenging for an employer to get freelancers to follow a specific guideline. So, you can expect different working styles from freelancers as they come from diverse backgrounds.

Hiring the right freelancer can be incredibly beneficial for your business. Make your investment in hiring freelancers worth it by ensuring you are thorough when looking for a freelance specialist and offer fair compensation to your freelancer if you want to keep them with you in the long run.",26,6,114,Facebook,,,146,1836,307,0.25496336996337,0,0
Dell,"When it comes to colors, we never go out of style! 💜🎨

Take the lighting effects of your Alienware laptop up a notch by navigating to AlienFX and setting your own theme—drawn inspiration by “Very Peri,” the Pantone Color of the Year 2022, whose courageous presence encourages personal inventiveness and creativity.

Learn more: https://www.dell.com/en-us/shop/dell-laptops/g7-15-gaming-laptop/spd/g-series-15-7500-laptop",15,7,154,Facebook,,,176,420,54,0.325,0,0
Dell,"Meet Inspiron 15 3000, our recommendation designed for today, inspired by tomorrow.

With the boundary breaking performance on Intel Core i7, expect only the best-in-class experience as Inspiron 15 3000 allows immersive visuals on its 15.6"" HD screen with three-side narrow borders.

Enjoy life on the go at full speed thanks to optional M.2 PCIe NVMe SSD up to 128 GB and ExpressCharge™ capabilities that recharge the battery up to 80% in 60 minutes.

Learn more: https://www.dell.com/en-pk/shop/cty/pdp/spd/inspiron-15-3511-laptop#configurations_section",26,9,166,Facebook,,,201,555,77,0.20833333333333334,0,0
